 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11728500;"Corpus Christi";"";"1";"0";"";"";"2022-07-30 00:00:00.0";"2022-07-30 23:59:00.0";"22:00";"Título original: Bo?e Cia?oAño: 2019Duración: 123 min.País: PoloniaDirector: Jan KomasaReparto: Bartosz Bielenia, Eliza Rycembel, Aleksandra Konieczna, Tomasz Zietek, Leszek Lichota, Lukasz Simlat,Género: Drama | Religión Edad recomendada: Película no recomendada para menores de 16 años. Sinopsis: Narra la historia de Daniel, de 20 años de edad, quien experimenta una transformación espiritual mientras vive en un Centro de Detención Juvenil. Quiere ser sacerdote, pero esto es imposible debido a sus antecedentes penales. Cuando es enviado a trabajar a un taller de carpintería en una pequeña localidad, a su llegada se hace pasar por sacerdote y se hace cargo accidentalmente de la parroquia local. La llegada del joven y carismático predicador es una oportunidad para que la comunidad local comience el proceso de sanación tras una tragedia ocurrida en esa pequeña población.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f6eec7e4b2d1810VgnVCM1000001d4a900aRCRD";"Cine verano Distrito de Ciudad Lineal 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f851ba84669a1810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6237b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque del Calero";"1";"CALLE";"JOSE DEL HIERRO";"3";"CIUDAD LINEAL";"CONCEPCION";"28027";"444836";"4476387";"40.43629956289038";"-3.6504096146979457";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11568682;"Creación de cómic";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-01-10 00:00:00.0";"2022-12-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a7fcdeb2ef34e710VgnVCM1000001d4a900aRCRD";"Creación de cómic";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e1bbdeb2ef34e710VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/CursosTalleres";"/usuario/Jovenes,/usuario/Niños";
11727150;"Creación de marionetas con materiales reutilizados";"";"1";"0";"";"";"2022-07-29 00:00:00.0";"2022-07-29 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2831f87e2a8c1810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85205619bc23d710VgnVCM2000001f4a900aRCRD";"Centro de Educación Ambiental y Cultural Maris Stella (Usera)";"1";"CALLE";"DOCTOR TOLOSA LATOUR";"16";"USERA";"PRADOLONGO";"28026";"440301";"4469524";"40.374166248648216";"-3.7032220308808577";"/contenido/actividades/CursosTalleres";"/usuario/Niños";
11710566;"Cry Macho";"";"1";"0";"";"";"2022-09-02 00:00:00.0";"2022-09-02 23:59:00.0";"22:00";"De Clint Eastwood. Con Clint Eastwood, Eduardo Minett, Natalia Traven, Horacio García Rojas, Fernanda Urrejola. Estados Unidos 2021. 104' No recomendada para menores de 12 años. Texas, 1978. Una ex estrella de rodeo y criador de caballos retirado (Eastwood) acepta un encargo de un antiguo jefe: traer a su hijo pequeño desde México de vuelta a casa para alejarlo de su madre alcohólica. En el viaje, ambos se embarcarán en una insperada aventura.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=778f78b9c8c51810VgnVCM2000001f4a900aRCRD";"Cine de verano en Arganzuela";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=07ad837907d41810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26937b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque Enrique Tierno Galván";"1";"AVENIDA";"PLANETARIO";"18";"ARGANZUELA";"LEGAZPI";"28045";"441830";"4471375";"40.390944081814816";"-3.685391155439898";"/contenido/actividades/CineActividadesAudiovisuales";"";
11712370;"Cuban Sound Project.";"";"1";"0";"";"";"2022-07-26 00:00:00.0";"2022-07-26 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d2c65f58df661810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/Musica";"/usuario/Niños";
11732665;"Cuentacuentos en el jardín";"";"1";"0";"";"";"2022-08-04 00:00:00.0";"2022-08-04 23:59:00.0";"10:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cc8a6050e5cf1810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=83e748aaf535e710VgnVCM1000001d4a900aRCRD";"Biblioteca Pública Municipal San Fermín (Usera)";"1,5,6";"AVENIDA";"SAN FERMIN";"10";"USERA";"SAN FERMIN";"28041";"441188";"4469184";"40.3711623444796";"-3.692742821990015";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11428798;"Cuentos de quita y pon";"";"1";"0";"";"";"2022-07-24 00:00:00.0";"2022-07-24 23:59:00.0";"20:00";"Títeres, a cargo de la Compañía Juan Malabar Edad recomendada a partir de 3 años Pictogramas de apoyo. Intérprete de lengua de signos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=72c17c644416a710VgnVCM2000001f4a900aRCRD";"Festival de Títeres";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d78ee44003b95510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=857ccca4fb3ce210VgnVCM1000000b205a0aRCRD";"Parque del Pueblo del Pardo";"2";"AVENIDA";"GUARDIA";"4";"FUENCARRAL-EL PARDO";"EL PARDO";"28048";"434317";"4485608";"40.5186002228516";"-3.7753787533567573";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11715623;"Cuentos mágicos, Kamishibai - Teatro Los Claveles (Región de Murcia)";"";"0";"0";"";"";"2022-08-28 00:00:00.0";"2022-08-28 23:59:00.0";"19:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d13635a0d1081810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"Teatro Municipal de Títeres. Parque de El Retiro";"1";"AVENIDA";"MÉXICO";"4";"RETIRO";"LOS JERÓNIMOS";"28009";"441748";"4474466";"40.41878362561595";"-3.6866519471003647";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11715061;"Cuentos y leyendas de Japón";"5 euros";"0";"1";"L,M,X,J,V,S,D";"";"2022-07-21 00:00:00.0";"2022-07-22 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bebcab6c9a171810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3ce3914381c010VgnVCM1000000b205a0aRCRD";"Teatro Español";"1,6";"CALLE";"PRINCIPE";"25";"CENTRO";"CORTES";"28012";"440597";"4474036";"40.41482868269558";"-3.7001663599562105";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11732759;"Cuerdas y metales";"";"1";"0";"";"";"2022-09-02 00:00:00.0";"2022-09-02 23:59:00.0";"20:30";"Clickflamenco presenta este espectáculo que aúna el cante de Gabriel de la Tomas a, cantaor flamenco nacido en Sevilla; el baile de Silvia Fernández, formada en Sevilla con diversos maestros y especializada en el manejo del mantón y bata de cola y la flauta travesera de Juan  Carlos Aracil una de las mejores flautas del panorama flamenco actual. Acompañarán al guitarrista, compositor y profesor David Silva en este viaje melódico por la tradición flamenca y sus nuevos sonidos.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b9988bfc9acf1810VgnVCM2000001f4a900aRCRD";"Flamenco en el Templete José Menese";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9ea3e034dc18d610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6013e3860594210VgnVCM2000000c205a0aRCRD";"Quiosco de Música Templete Cantaor José Menese";"1";"PLAZA";"HUARTE DE SAN JUAN";"1";"LATINA";"PUERTA DEL ANGEL";"28011";"438428";"4473844";"40.412941426753434";"-3.725711256326908";"/contenido/actividades/DanzaBaile/Flamenco";"";
11572214;"Curso de relajación para jóvenes hasta 40 años.";"";"1";"1";"J";"";"2022-09-15 00:00:00.0";"2022-12-15 23:59:00.0";"18:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=355abbd57445e710VgnVCM2000001f4a900aRCRD";"Curso de relajación para jóvenes hasta 40 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b64abbd57445e710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/CursosTalleres";"";
11428865;"Cuéntame un cuento";"";"1";"0";"";"";"2022-07-24 00:00:00.0";"2022-07-24 23:59:00.0";"20:00";"Espectáculo de títeres. A cargo de la Compañía Los Gorriones Edad recomendada a partir de 3 años Pictogramas de apoyo. Intérprete de lengua de signos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=69dc2038b616a710VgnVCM2000001f4a900aRCRD";"Festival de Títeres";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d78ee44003b95510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e537b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque de la Vaguada";"0";"PASEO";"VAGUADA";"13";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439712";"4481297";"40.48016602497203";"-3.7112978051427574";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
10656949;"Cócteles fresh";"";"1";"0";"";"";"2022-07-22 00:00:00.0";"2022-07-22 23:59:00.0";"18:30";"En una tarde calurosa de viernes, que mejor que refrescarte con unos cócteles de fruta fresca y zumos de frutas de lo más colorido y rico!   Fecha y hora de celebración: viernes 22 de julio de 18:30 a 19:30 horas  Periodo de inscripción: inscripción abiertas hasta completar plazas. Inscripciones en www.bit.ly/inscripcioncj    Plazas: 15";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=61e75ab1ef322610VgnVCM1000001d4a900aRCRD";"Actividades en el centro juvenil 'Carabanchel Alto'. Mayo 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecfc541470edc310VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD";"Centro Juvenil Carabanchel Alto";"1";"CALLE";"ALFONSO FERNANDEZ";"23";"CARABANCHEL";"BUENAVISTA";"28044";"435861";"4468746";"40.366822704148795";"-3.755451103709316";"";"/usuario/Jovenes";
11708885;"Cómo entrar a tu dragón 3";"";"1";"0";"";"";"2022-07-23 00:00:00.0";"2022-07-23 23:59:00.0";"22:15";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a39802a94c41810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7cfaa531dcf9e210VgnVCM2000000c205a0aRCRD";"Parque de Salvador Allende";"2";"CALLE";"SALVADOR ALLENDE";"3";"CARABANCHEL";"BUENAVISTA";"28054";"435693";"4468472";"40.364341448699825";"-3.757402071835875";"/contenido/actividades/CineActividadesAudiovisuales";"/usuario/Niños";
11710415;"De la India a París en un armario Ikea";"";"1";"0";"";"";"2022-07-22 00:00:00.0";"2022-07-22 23:59:00.0";"";"De Ken Scott. Con Dhanush, Bérénice Bejo, Erin Moriarty, Barkhad Abdi, Gérard Jugnot.  Francia 2018. 92' No recomendada para menores de 7 años. Aja, un joven estafador de Mumbai, comienza, tras la muerte de su madre, un viaje extraordinario. Encuentra el amor en París en una tienda de muebles suecos, el peligro en compañía de inmigrantes somalíes en Inglaterra, la fama en una pista de baile en Roma, la aventura en un globo aerostático sobre el Mediterráneo, y finalmente entiende qué es la verdadera riqueza y en quién quiere convertirse.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=12b4524744c51810VgnVCM2000001f4a900aRCRD";"Cine de verano en Arganzuela";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=07ad837907d41810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26937b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque Enrique Tierno Galván";"1";"AVENIDA";"PLANETARIO";"18";"ARGANZUELA";"LEGAZPI";"28045";"441830";"4471375";"40.390944081814816";"-3.685391155439898";"/contenido/actividades/CineActividadesAudiovisuales";"";
11610484;"De natura libris";"Acceso libre";"0";"1";"M,X,J,V,S,D";"";"2022-03-01 00:00:00.0";"2022-09-30 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcaf4e545772f710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"";"";
11726739;"De Sabina a Drexler";"";"1";"0";"";"";"2022-08-13 00:00:00.0";"2022-08-13 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a6ce475258c1810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=14ec3abc4be2e210VgnVCM1000000b205a0aRCRD";"Parque Martin Luther King";"2";"CALLE";"CERRO NEGRO";"1";"RETIRO";"ADELFAS";"28007";"443131";"4472170";"40.398195733324194";"-3.6701340560704026";"/contenido/actividades/Musica";"";
11587808;"Degustación de felicidad";"";"1";"1";"J";"9/2/2022;23/2/2022;9/3/2022;23/3/2022;13/4/2022;27/4/2022;18/5/2022;4/5/2022;15/6/2022;1/6/2022;21/7/2022;";"2022-07-14 00:00:00.0";"2022-07-28 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a9c8d03a6abe710VgnVCM2000001f4a900aRCRD";"Degustación de felicidad";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=770d1c84d1ad8710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb3655d1b6742610VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad Elena Arnedo Soriano. Retiro";"1";"CALLE";"ARREGUI Y ARUEJ";"31";"RETIRO";"ADELFAS";"28007";"443307";"4472652";"40.40254931370529";"-3.668092320219012";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
11715681;"Descalabro - Companya Matito Titelles (Cataluña)";"";"1";"0";"";"";"2022-08-27 00:00:00.0";"2022-08-27 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e90a489408081810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"Teatro Municipal de Títeres. Parque de El Retiro";"1";"AVENIDA";"MÉXICO";"4";"RETIRO";"LOS JERÓNIMOS";"28009";"441748";"4474466";"40.41878362561595";"-3.6866519471003647";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11725146;"Descubre el Vivero de Estufas del Retiro";"";"1";"0";"";"";"2022-09-08 00:00:00.0";"2022-09-08 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=caf9c0b0864b1810VgnVCM2000001f4a900aRCRD";"Itinerarios guiados matutinos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7b01130a93b1810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=796b8193c73c4210VgnVCM1000000b205a0aRCRD";"Centro de Información y Educación Ambiental El Huerto de El Retiro";"1";"PASEO";"FERNAN NUÑEZ";"2";"RETIRO";"LOS JERONIMOS";"28009";"441779";"4473428";"40.40943503279114";"-3.6861797800993257";"";"";
11726083;"Descubre las aves de Pradolongo";"";"1";"0";"";"";"2022-07-30 00:00:00.0";"2022-07-30 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf6bef2ba79b1810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85205619bc23d710VgnVCM2000001f4a900aRCRD";"Centro de Educación Ambiental y Cultural Maris Stella (Usera)";"1";"CALLE";"DOCTOR TOLOSA LATOUR";"16";"USERA";"PRADOLONGO";"28026";"440301";"4469524";"40.374166248648216";"-3.7032220308808577";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11702618;"Descubre Pradolongo";"";"1";"0";"";"";"2022-07-24 00:00:00.0";"2022-07-24 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=31a831da62321810VgnVCM2000001f4a900aRCRD";"Descubre Pradolongo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=162831da62321810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85205619bc23d710VgnVCM2000001f4a900aRCRD";"Centro de Educación Ambiental y Cultural Maris Stella (Usera)";"1";"CALLE";"DOCTOR TOLOSA LATOUR";"16";"USERA";"PRADOLONGO";"28026";"440301";"4469524";"40.374166248648216";"-3.7032220308808577";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11733192;"Despedida Copying Claudia";"";"1";"0";"";"";"2022-07-21 00:00:00.0";"2022-07-21 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4112ec121c002810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906024374356";"-3.6840615387926956";"/contenido/actividades/CineActividadesAudiovisuales";"";
11578949;"Die Ordnung der Dinge Obras de Mayke Nas, Sonia Megías, Alexander Schubert, James Saunders, Thierry de Mey, Matthew Sholomowitz, Allison Knowles y Yoko Ono";"";"0";"0";"";"";"2022-10-20 00:00:00.0";"2022-10-20 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=62b78c77a209e710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD";"CentroCentro";"1";"PLAZA";"CIBELES";"1";"RETIRO";"LOS JERONIMOS";"28014";"441277";"4474496";"40.419011767401095";"-3.692206111679657";"/contenido/actividades/Musica";"";
11718843;"Discoteca móvil";"";"1";"0";"";"";"2022-09-02 00:00:00.0";"2022-09-02 23:59:00.0";"19:00";"A cargo de la Compañía D?J Norban&amp;amp;Dani";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=64a1809102091810VgnVCM1000001d4a900aRCRD";"Programación Musical al Aire Libre.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e27de45308fc510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e537b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque de la Vaguada";"0";"PASEO";"VAGUADA";"13";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439712";"4481297";"40.48016602497203";"-3.7112978051427574";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11718835;"Discoteca móvil. Compañía D?J Dragos";"";"1";"0";"";"";"2022-08-05 00:00:00.0";"2022-08-05 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e60809102091810VgnVCM1000001d4a900aRCRD";"Programación Musical al Aire Libre.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e27de45308fc510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e537b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque de la Vaguada";"0";"PASEO";"VAGUADA";"13";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439712";"4481297";"40.48016602497203";"-3.7112978051427574";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11718767;"Discoteca móvil. Compañía D?J Norba";"";"1";"0";"";"";"2022-08-06 00:00:00.0";"2022-08-06 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74bc809102091810VgnVCM1000001d4a900aRCRD";"Programación Musical al Aire Libre.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e27de45308fc510VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11718809;"Discoteca móvil. Compañía D?J Robert";"";"1";"0";"";"";"2022-09-02 00:00:00.0";"2022-09-02 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f17e809102091810VgnVCM1000001d4a900aRCRD";"Programación Musical al Aire Libre.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e27de45308fc510VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
